ultimaAtualizacaoCadastral,situacao,sequencialImovel,proprietarioPrincipal,natureza,inscricaoImobiliaria,enderecoImovelNomeLogradouro,enderecoImovelMunicipio,enderecoImovelEstado,enderecoImovelComplemento,enderecoImovelCodigoLogradouro,enderecoImovelCep,enderecoImovelBairro,enderecoCorrespondenciaNumero,enderecoCorrespondenciaNomeLogradouro,enderecoCorrespondenciaMunicipio,enderecoCorrespondenciaEstado,enderecoCorrespondenciaComplemento,enderecoCorrespondenciaCep,enderecoCorrespondenciaBairro,documentoProprietario,cepProprietario,topografiaLote,testadaPrincipalLote,testadaFicticiaLote,superficieLote,muradoLote,formatoLote,comCalcadaLote,areaLote,tipoEmpreendimentoMultipla,quantidadePavimentosMultipla,nomeSuperContemMultipla,nomeEdificacaoMultipla,areaTotalConstruidaMultipla,anoConstrucaoMultipla,tipoEstruturaSimples,tipoEmpreendimentoSimples,tipoConstrucaoSimples,padraoConstrucaoSimples,numeroHabiteseSimples,fracaoIdealSimples,estadoConservacaoSimples,dataCadastroPrefeituraSimples,coeficienteDepreciacao,areaTotalConstruidaSimples,valorVenal,valorAreaConstruidaM2,v0ValorTestadaFicticia,tipoAliquotaImposto,regimeTributacaoTLP,regimeTributacaoIPTU,patrimonio,aliquotaImposto,situacaoPavimentacao,distrito,setor,quadra,face,lote,sequencial,longitude,latitude
29/11/2015,Ativo,3416364,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0046-1,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0214 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0214 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416364,,
29/11/2015,Ativo,3416372,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0047-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0215 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0215 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416372,,
29/11/2015,Ativo,3416380,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0048-8,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0101 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0101 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00408,Bom,21/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416380,,
29/11/2015,Ativo,3416399,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0049-6,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0102 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0102 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416399,,
29/11/2015,Ativo,3416402,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0050-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0103 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0103 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416402,,
29/11/2015,Ativo,3416410,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0051-8,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0104 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0104 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416410,,
29/11/2015,Ativo,3416429,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0055-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0108 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0108 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00408,Bom,21/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416429,,
29/11/2015,Ativo,3416437,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0056-9,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0109 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0109 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416437,,
29/11/2015,Ativo,3416445,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0052-6,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0105 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0105 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416445,,
29/11/2015,Ativo,3416453,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0053-4,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0106 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0106 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416453,,
29/11/2015,Ativo,3416461,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0054-2,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0107 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0107 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00408,Bom,21/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416461,,
29/11/2015,Ativo,3416470,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0057-7,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0110 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0110 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416470,,
29/11/2015,Ativo,3416488,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0058-5,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0111 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0111 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416488,,
29/11/2015,Ativo,3416496,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0059-3,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0112 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0112 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416496,,
29/11/2015,Ativo,3416500,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0060-7,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0113 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0113 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416500,,
29/11/2015,Ativo,3416518,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0061-5,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0114 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0114 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416518,,
29/11/2015,Ativo,3416526,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0062-3,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0202 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0202 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416526,,
29/11/2015,Ativo,3416534,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0063-1,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0203 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0203 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416534,,
29/11/2015,Ativo,3416542,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0064-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0204 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0204 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416542,,
29/11/2015,Ativo,3416550,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0065-8,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0205 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0205 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416550,,
29/11/2015,Ativo,3416569,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0066-6,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0206 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0206 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416569,,
29/11/2015,Ativo,3416577,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0067-4,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0207 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0207 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416577,,
29/11/2015,Ativo,3416585,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0068-2,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0209 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0209 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416585,,
29/11/2015,Ativo,3416593,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0069-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0210 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0210 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416593,,
29/11/2015,Ativo,3416607,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0070-4,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0211 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0211 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416607,,
29/11/2015,Ativo,3416615,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0071-2,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0212 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0212 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416615,,
29/11/2015,Ativo,3416623,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0072-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0213 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0213 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416623,,
29/11/2015,Ativo,3416631,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0073-9,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0214 C,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0214 C,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416631,,
29/11/2015,Ativo,3416640,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0074-7,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0101 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0101 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00408,Bom,22/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416640,,
29/11/2015,Ativo,3416658,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0075-5,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0102 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0102 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00442,Bom,22/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416658,,
29/11/2015,Ativo,3416666,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0076-3,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0103 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0103 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00442,Bom,22/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416666,,
29/11/2015,Ativo,3416674,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0077-1,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0104 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0104 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00442,Bom,22/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416674,,
29/11/2015,Ativo,3416682,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0078-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0105 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0105 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00442,Bom,22/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416682,,
29/11/2015,Ativo,3416690,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0079-8,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0106 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0106 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00442,Bom,22/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416690,,
29/11/2015,Ativo,3416704,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0080-1,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0107 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0107 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00442,Bom,22/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416704,,
29/11/2015,Ativo,3416712,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0081-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0108 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0108 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00442,Bom,22/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416712,,
29/11/2015,Ativo,3416720,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0082-8,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0109 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0109 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00442,Bom,22/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416720,,
29/11/2015,Ativo,3416739,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0083-6,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0110 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0110 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00408,Bom,22/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416739,,
29/11/2015,Ativo,3416747,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0084-4,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0111 D,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0111 D,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Concreto,Casa,Casa,Simples,730008099,0.00408,Bom,22/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416747,,
